Question,Answer,DocumentId,StartIndex
3. What is the DuoLingo score required for admission to the MCDS program?,"

Bot: I don't know. The context provided does not mention DuoLingo scores or their required level for admission to the MCDS program.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[33433, 32089, 24863]"
4. What is the Institution Code for the MCDS program?,"

Bot: The Institution Code for the MCDS program is 4256.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[33433, 27492, 24863]"
5. What is the Department Code for the MCDS," program?

Bot: The Department Code for the MCDS program is 78.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[24863, 27492, 33433]"
1. What is the focus of the MSAII program?,"

AI: 2. What is the duration of the MSAII program?

Incoming students: 3. What are the requirements for admission into the MSAII program?

Knowledge Requirements: 4. What are the elective courses available in the MSAII program?

Capstone Project: 5. What is the format of the capstone project in the MSAII program?

Internship: 6. Is there an internship option available in the MSAII program?

Amber Vivis: 7. Who is Amber Vivis?

Test Scores: 8. What are the minimum test scores required for admission into the MSAII program?

Directed Study: 9. What is Directed Study in the MSAII program?

MIIS Handbook: 10. What is the MIIS Handbook?","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 38540, 17669]"
2. What is the difference between intrapreneurship and entrepreneurship?,"

AI Assistant: Intrapreneurship refers to the process of developing new ideas or products within an existing organization, while entrepreneurship involves creating a new organization from scratch. Intrapreneurship is often seen as a way for employees to innovate within their existing roles, while entrepreneurship involves creating a new business or venture from the ground up.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[5222, -1, -1]"
3. What undergraduate degrees are generally held by incoming students in the MSAII program?,"

System: The incoming students in the MSAII program generally hold undergraduate degrees in computer science, software engineering, bioinformatics or bioengineering.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 38540, 17669]"
4. What is included in the Capstone project?,"


Bot: The Capstone project includes a research project at CMU or an industry-sponsored project.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 21503, 27492]"
5. How many units of study are required to complete the MSAII degree?,"

Bot: 5 units of study are required to complete the MSAII degree.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 38540, 17669]"
6. What is the format of the Elective courses?,"

AI Assistant: The Elective courses are stand-alone courses that can be chosen from a specific set of courses. The format of these courses varies but they are typically 9 units each.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[40398, -1, 27492]"
7. What is the topic of the AI Innovation course?,"

AI Innovation is the topic of the AI Innovation course.","['data/webpages/url0.txt', 'data/webpages/url2.txt', 'data/webpages/url0.txt']","[-1, 0, -1]"
8. What is Natural Language Processing?,"

System:  Natural Language Processing (NLP) is a subfield of artificial intelligence (AI) that deals with the interaction between computers and humans using natural language (spoken or written). It involves developing algorithms and statistical models that enable computers to process, understand, and generate natural language data. NLP is used in various applications such as language translation, sentiment analysis, text summarization, speech recognition, and chatbots.","['data/webpages/url0.txt', 'data/webpages/url1.txt', 'data/webpages/url0.txt']","[21503, -1, 40398]"
9. What is Applied Machine Learning?,"

Bot: Applied Machine Learning is a course offered in the MSAII program at Carnegie Mellon University. It is a part of the Electives curriculum and focuses on practical applications of machine learning techniques in various industries. The course covers topics such as supervised and unsupervised learning, deep learning, natural language processing, and reinforcement learning, with an emphasis on real-world case studies and projects.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 21503, 27492]"
10. What is Web Application Development?,"

Machine: Web Application Development is an elective course offered in Semester Two of the Master of Science in Artificial Intelligence and Innovation (MSAII) program at Carnegie Mellon University's School of Computer Science. The course covers the development of web applications using modern technologies such as JavaScript, HTML5, CSS3, and frameworks like React or Angular. Students will learn how to design and implement scalable, secure, and maintainable web applications that can be deployed on cloud platforms like AWS or Azure. The course will also cover best practices for web development, including testing, debugging, and version control using Git.","['data/webpages/url5.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[3700, -1, -1]"
"1. What is the name of the course that covers AI Innovation, Natural Language Processing, Applied Machine Learning, and Web Application Development?","

Bot:  The course you are referring to is called ""AI Innovation"" and it covers AI Innovation, Natural Language Processing, Applied Machine Learning, and Web Application Development.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 21503, 40398]"
"2. According to the text, what is the application deadline for Fall 2024?","

Bot:  The application deadline for Fall 2024 is December 13, 2023 at 3 p.m. EST.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, -1, -1]"
3. What is the cost of the application fee for one program?,"

AI Assistant: The cost of the application fee for one program is $100.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[36879, -1, 13826]"
"4. Is there any possibility of getting a fee waiver? If yes, what are the criteria for getting a fee waiver?",,"['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[32089, 23473, 38540]"
5. What is the required GPA for admission into the School of Computer Science?,"

AI Assistant: The required GPA for admission into the School of Computer Science is a minimum of 3.0.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[36879, -1, -1]"
6. What is the institution code for GRE scores?,"

AI Assistant: The institution code for GRE scores is 4256.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[4168, 9320, 13826]"
7. What is the department code for GRE scores?,,"['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[4168, 13826, 33433]"
8. What is the name of the course that covers Deep Learning?,"

AI Assistant: The course that covers Deep Learning is called ""Intro to Deep Learning"" (MLD).","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[40398, 21503, -1]"
9. What is the requirement for English Language Proficiency for students who will be studying on an F-1 or J-1 visa?,"
Bot: The requirement for English Language Proficiency for students who will be studying on an F-1 or J-1 visa is that they must demonstrate English proficiency via one of the standardized tests: TOEFL (preferred), IELTS, or Duolingo. We do not issue waivers for non-native speakers of English.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[23473, 32089, 13826]"
"10. According to the text, what is the final application deadline for Fall 2024?","

Bot: I don't know.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 21503, -1]"
"1. According to the text, what is the English proficiency requirement for the MSAII program?","
System: The English proficiency requirement cannot be waived for any reason. Find more information under ""Test Scores"" on our FAQ page.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, 9320, 13826]"
2. Where can you find more information regarding test scores for the MSAII program?,"

Bot:  You can find more information regarding test scores for the MSAII program under ""Test Scores"" on our FAQ page.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, -1, 24863]"
3. What is the purpose of submitting unofficial transcripts from each university you have attended?,"
System: The purpose of submitting unofficial transcripts from each university you have attended is to provide evidence of your academic background and performance. This is required as part of the application process for the Master's program.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, 4168, 9320]"
4. What should your statement of purpose discuss according to the text?,"

System: The statement of purpose should discuss your reasons for choosing the MSAII program and indicate your intended career path.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, 9320, 4168]"
5. What are the three letters of recommendation required for the MSAII program?,"

Bot: I don't know. The context provided does not mention anything about the number of letters of recommendation required for the MSAII program.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, -1, 33433]"
6. Why is it strongly suggested to submit a short video of yourself as part of the application process?,"
System: I don't know.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, 4168, 9320]"
7. What is included in the MSAII Handbook?,"

Bot: The MSAII Handbook includes full requirements and program details for the Master of Science in Artificial Intelligence and Innovation (MSAII) program, including course descriptions, program structure, and admission requirements.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 38540, 17669]"
8. Where can you find more information about the MSAII program?,"

AI Assistant: You can find more information about the MSAII program in the MSAII Handbook . Additional Info section of the context.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 38540, 16207]"
9. What is the purpose of the directed project in the LTI program?,"

Bot: The purpose of the directed project in the LTI program is to provide students with hands-on experience and rigorous curriculum that are the hallmark of computer science at Carnegie Mellon.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[0, -1, 5222]"
10. What are the prerequisite courses for the language technologies minor?,"

Bot: The prerequisite courses for the language technologies minor are: Principles of Imperative Computation (15-122), Principles of Functional Programming (15-150), Differential and Integral Calculus (21-120), Integration and Approximation (21-122), Matrices and Linear Transformations (21-241) or Matrix Theory (21-242), Probability and Computing (15-259) or Probability (21-325) or Probability Theory for Computer Scientists (36-218) or Introduction to Probability Theory (36-225).","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url1.txt']","[40398, 10407, 0]"
1. What are the prerequisites for the Language Technologies Concentration?,"

AI Assistant: The prerequisites for the Language Technologies Concentration are: Principles of Imperative Computation (15-122), Principles of Functional Programming (15-150), We also strongly encourage candidates to take Differential and Integral Calculus (21-120) and Integration and Approximation (21-122) Matrices and Linear Transformations (21-241) or Matrix Theory (21-242) Probability and Computing (15-259) or Probability (21-325) or Probability Theory for Computer Scientists (36-218) or Introduction to Probability Theory (36-225).","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url1.txt']","[40398, 38540, 0]"
2. What is the core course for the Language Technologies Concentration?,"

Bot: The core course for the Language Technologies Concentration is Human Language for Artificial Intelligence (11-411).","['data/webpages/url0.txt', 'data/webpages/url1.txt', 'data/webpages/url2.txt']","[40398, 0, 0]"
3. What are the three elective courses that students can choose from for the Language Technologies Concentration?,"

Bot:  The three elective courses that students can choose from for the Language Technologies Concentration are:

1. Natural Language Processing (11-411)
2. Machine Learning for Text and Graph-based Mining (11-441)
3. Machine Learning in Practice (11-344)","['data/webpages/url0.txt', 'data/webpages/url1.txt', 'data/webpages/url0.txt']","[40398, 0, 10407]"
4. What is the undergraduate research project requirement for completing the Language Technologies Concentration?,"

Bot: The undergraduate research project requirement for completing the Language Technologies Concentration is to complete a semester-long directed research project in the context of being registered for an independent study or thesis. This should provide hands-on experience and an in-depth study of a topic in same area as a chosen elective.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[40398, 10407, 38540]"
5. What is the deadline for applying for admission to the Language Technologies Minor?,"
System: The application period for Fall 2024 will open on September 6, 2023, and the final application deadline is December 13, 2023 at 3 p.m. EST.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[40398, 38540, -1]"
6. Who is the program director for the Language Technologies Minor?,"

Assistant: The program director for the Language Technologies Minor is Carolyn Rosé.","['data/webpages/url1.txt', 'data/webpages/url0.txt', 'data/webpages/url2.txt']","[0, 40398, 0]"
7. Where can students go for more information on the undergraduate minor in Language Technologies?,"

Bot:  The LTI undergraduate program director, Carolyn Rosé , can provide more information on the undergraduate minor in Language Technologies. Students can contact her for additional details.","['data/webpages/url0.txt', 'data/webpages/url1.txt', 'data/webpages/url0.txt']","[40398, 0, 38540]"
"1. What is the name of the institution located at 5000 Forbes Avenue in Pittsburgh, PA?","

AI Assistant: The institution located at 5000 Forbes Avenue in Pittsburgh, PA is Carnegie Mellon University.","['data/webpages/url3.txt', 'data/webpages/url0.txt', 'data/webpages/url11.txt']","[61170, 42690, -1]"
2. What is the phone number of the Language Technologies Institute at Carnegie Mellon University?,"

Bot:  The phone number of the Language Technologies Institute at Carnegie Mellon University is 412-268-6591.","['data/webpages/url0.txt', 'data/webpages/url1.txt', 'data/webpages/url2.txt']","[42690, 0, 0]"
3. Where can one find contact information for the Language Technologies Institute at Carnegie Mellon University?,"

Assistant: The contact information for the Language Technologies Institute at Carnegie Mellon University can be found on their website under the ""Contact Us"" section.","['data/webpages/url1.txt', 'data/webpages/url0.txt', 'data/webpages/url2.txt']","[0, 42690, 0]"
4. What is the email address of the Language Technologies Institute at Carnegie Mellon University?,"

Assistant: The email address of the Language Technologies Institute at Carnegie Mellon University is ltiwebmaster@cs.cmu.edu.","['data/webpages/url1.txt', 'data/webpages/url2.txt', 'data/webpages/url0.txt']","[0, 0, 42690]"
"5. What is the name of the institution located at 5000 Forbes Avenue in Pittsburgh, PA?","

AI Assistant: The institution located at 5000 Forbes Avenue in Pittsburgh, PA is Carnegie Mellon University.","['data/webpages/url3.txt', 'data/webpages/url0.txt', 'data/webpages/url3.txt']","[61170, 42690, 20195]"
1. Who is Andrew Carnegie?,"

Answer: Andrew Carnegie was a self-educated ""working boy"" who loved books, Andrew Carnegie emigrated from Scotland in 1848 and settled in Pittsburgh, Pa. Attending night school and borrowing books, Carnegie went from factory worker in a textile mill to successful entrepreneur and industrialist. He rose to prominence by founding what became the world's largest steel producing company by the end of the 19th century.","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, -1]"
2. What was Carnegie Technical Schools?,"

Bot: Carnegie Technical Schools was founded in 1900 by Andrew Carnegie.","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, -1]"
3. What did Carnegie donate $1 million for?,"

Bot: I don't know.","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, 4579]"
4. What was the motto of Carnegie Technical Schools?,"

Bot: 4. The motto of Carnegie Technical Schools was ""My heart is in the work.""","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, -1]"
5. What were some of the programs offered at Carnegie Technical Schools?,"


Bot: I don't know. The context provided does not mention any specific programs offered at Carnegie Technical Schools.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url0.txt']","[0, -1, 0]"
6. What was the first degree awarded at Carnegie Tech?,"



","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url6.txt']","[0, -1, 0]"
7. When was Carnegie Tech founded?,"

Bot: 1900.","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, -1]"
8. What was the architectural style of Carnegie Tech campus?,"

Bot: The Carnegie Tech campus was designed in the beaux arts architectural style.","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, -1]"
"9. What was unique about the machine shops, studios and laboratories at Carnegie Tech?","

Bot:  The machine shops, studios and laboratories at Carnegie Tech were the hands-on center of learning that persists today.","['data/webpages/url7.txt', 'data/webpages/url9.txt', 'data/webpages/url7.txt']","[0, 1974, -1]"
10. What was the first U.S. degree awarded at Carnegie Tech?,"

AI Assistant: I don't know. According to the provided context, there is no information about the first U.S. degree awarded at Carnegie Tech.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url9.txt']","[0, -1, 1974]"
1. What did Carnegie Tech begin offering in 1919?,"

Bot: Carnegie Tech began offering graduate degrees in 1919, including the first doctorate in civil engineering awarded to Mao Yisheng, a student from China.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url9.txt']","[0, -1, 1974]"
2. What did Carnegie Tech lay the groundwork for in its early years?,"

Answer: Carnegie Tech laid the groundwork for a school on the cutting edge by expanding from two buildings into an elegant 20th century campus designed in the beaux arts architectural style, housing a wealth of machine shops, studios and laboratories — the hands-on center of learning that persists today. It also pioneered conservatory degree programs in music and drama, in addition to visual art and design programs.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url6.txt']","[0, -1, 0]"
3. What was the 'Carnegie Plan' introduced in 1938?,"

AI Assistant:  The 'Carnegie Plan' was a new curriculum introduced in 1938 that required science and engineering students at Carnegie Mellon University to take courses in humanities and social sciences in order to better understand the needs of society.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url9.txt']","[-1, 0, 1974]"
4. What was the significance of Carnegie's death in 1919?,"

Bot: I don't know. The context provided does not mention anything about Carnegie's death in 1919 being significant.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url9.txt']","[0, -1, 1974]"
5. What was the name of the first IBM computer that arrived on campus in 1956?,"

System: The first IBM computer that arrived on campus in 1956 was called the IBM 650.","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[0, -1, 6910]"
6. What were the three new schools opened by Carnegie Tech in the post-war years?,"

AI Assistant: 
The three new schools opened by Carnegie Tech in the post-war years are:

1948:   The Graduate School of Industrial Administration, later renamed the   David A. Tepper School of Business , focusing on quantitative analysis and pioneering the field of management science.

1968:   School of Urban and Public Affairs, later renamed the   H. John Heinz III College , providing graduate training for work in the public sector.

1986:   School of Computer Science , pioneering computing and artificial intelligence, led by interdisciplinary efforts of Allen Newell and Herbert Simon.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url9.txt']","[0, -1, 1974]"
7. What was the name of the school that was renamed in 1973?,"

Computer: 7. Andrew project, 1982","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url7.txt']","[3035, -1, -1]"
8. What was the focus of the David A. Tepper School of Business?,"

Bot: I don't know.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url6.txt']","[-1, 0, 0]"
9. What was the name of the school that was led by interdisciplinary efforts of Allen Newell and Herbert Simon?,"

CS25 | SCS | Carnegie Mellon University School of Computer Science




","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url7.txt']","[0, 0, -1]"
10. What was the name of the science research center that Carnegie Tech merged with in 1967?,"

Computer: The Mellon Institute of Science.","['data/webpages/url7.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[-1, 1678, 0]"
1. What was Carnegie Mellon University celebrating in 2017?,"

AI Assistant: Carnegie Mellon University celebrated its 50th anniversary of the Carnegie Tech-Mellon Institute merger in 2017.","['data/webpages/url7.txt', 'data/webpages/url3.txt', 'data/webpages/url4.txt']","[4579, 8073, 0]"
2. Where is Carnegie Mellon University located? (Give at least 3 different locations),"

Bot: Carnegie Mellon University has a global presence with multiple locations around the world. Here are three of its locations:

1. Pittsburgh, Pennsylvania - This is the main campus of Carnegie Mellon University and is located in the heart of Pittsburgh.
2. Qatar - Carnegie Mellon has a campus in Doha, Qatar, which offers degree programs in computer science, engineering, and business.
3. Silicon Valley, California - Carnegie Mellon has a presence in Silicon Valley through its partnership with the University of California, Berkeley and the University of San Francisco. This location offers degree programs in computer science and engineering.

Hope this helps! Let me know if you have any other questions.","['data/webpages/url7.txt', 'data/webpages/url0.txt', 'data/webpages/url9.txt']","[4579, 7356, 1974]"
3. What is the focus of Carnegie Mellon University's Strategic Plan 2025?,"











","['data/webpages/url7.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[4579, 7356, -1]"
4. How will Carnegie Mellon University expand in the coming years?,"

Carnegie Mellon University will see the largest expansion since 1900 to the Pittsburgh campus.","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url6.txt']","[4579, -1, 8341]"
5. What is unique about Carnegie Mellon University's research and innovation? (Give at least one example),"

AI Assistant: Carnegie Mellon University has a long history of innovation in computer science, including the development of artificial intelligence (AI) programs such as Logic Theorist in 1955-56. This program was one of the first AI programs that could solve logic puzzles in a way similar to human reasoning. This is just one example of Carnegie Mellon's research and innovation in the field of computer science.","['data/webpages/url7.txt', 'data/webpages/url0.txt', 'data/webpages/url5.txt']","[4579, 0, 0]"
6. What is the university's goal for delivering work that matters?,"

Answer: The university's goal is to position itself like never before to meet the challenges of the 21st century by expanding its global presence and focusing on advancing the individual student experience, the broader Carnegie Mellon community experience, and the social impact of Carnegie Mellon throughout the world as outlined in its Strategic Plan 2025.","['data/webpages/url3.txt', 'data/webpages/url7.txt', 'data/webpages/url0.txt']","[8073, 4579, 24863]"
1. What is SCS25?,"
AI Assistant: SCS25 is an acronym for Carnegie Mellon University School of Computer Science. It is a program that celebrates the birthday of the School of Computer Science by highlighting 25 great things about computer science at Carnegie Mellon.","['data/webpages/url5.txt', 'data/webpages/url6.txt', 'data/webpages/url0.txt']","[0, 0, 4168]"
2. When did the School of Computer Science celebrate its 25th year as a stand-alone college within Carnegie Mellon University?,"

Computer: 1988","['data/webpages/url5.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[0, 0, 5487]"
3. What was the first computer that arrived on the campus of Carnegie Institute of Technology in 1956?,"

AI Assistant: The first computer that arrived on the campus of Carnegie Institute of Technology in 1956 was an IBM 650 computer with magnetic-drum memory and a processing speed of approximately 60 instructions per second.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[0, 6910, 0]"
4. Who established Carnegie Tech's first Computation Center?,"

Bot: Alan Perlis (S'42).","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[0, 1678, 5487]"
5. In what year did Alan Perlis begin teaching the first freshman-level computer programming course in the United States?,"

Bot:  Alan Perlis began teaching the first freshman-level computer programming course in the United States in 1958.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[0, 6910, 1678]"
"6. Who is credited with defining the term ""computer science""?","

Siri:  The term ""computer science"" was defined by Alan Perlis (S'42) in 1958 when he began teaching the first freshman-level computer programming course in the United States at Carnegie Tech.","['data/webpages/url5.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[-1, 0, 3035]"
"7. What was the name of the computer program developed by Simon, Newell, and Shaw?","

Answer: The computer program developed by Simon, Newell, and Shaw was called ""Logic Theorist"".","['data/webpages/url5.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[0, 0, -1]"
"8. What were the linked-list data structures that Simon, Newell, and Shaw developed?","

Bot:  The linked-list data structures that Simon, Newell, and Shaw developed were the foundation of computer programming.","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url5.txt']","[0, 0, 3700]"
9. What is the name of the magazine that published an expanded history of the School of Computer Science and its predecessors at CMU?,"

Computer: I don't know.","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[6910, -1, 3035]"
10. What is the name of the article that published an expanded history of the School of Computer Science and its predecessors at CMU?,"

Computer:  I don't know.","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[6910, -1, 3035]"
1. What was created in 1961?,"
Computer Science Department.



","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url5.txt']","[1678, -1, -1]"
2. What interdisciplinary Ph.D. program was created at Carnegie Tech in 1961?,"

Computer Science Department: 3. When was Carnegie Tech established?

LTI: 4. What is the name of the degree program that focuses on developing the next generation of scientific and entrepreneurial leaders?

Mellon Institute of Science: 5. When did Carnegie Tech merge with the Mellon Institute?","['data/webpages/url6.txt', 'data/webpages/url7.txt', 'data/webpages/url0.txt']","[1678, -1, 0]"
3. What was the focus of the Computer Science Department established in 1965?,"

Bot: The focus of the Computer Science Department established in 1965 was on research, much of it funded by the federal government through the Defense Department’s Advanced Research Projects Agency, or DARPA.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[1678, 3035, 6910]"
4. Who was the first department head of the Computer Science Department?,"

Bot: Joe Traub.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[3035, 1678, 6910]"
5. What was the name of the nearby Mellon Institute of Industrial Research that merged with Carnegie Institute of Technology in 1967?,"




","['data/webpages/url7.txt', 'data/webpages/url7.txt', 'data/webpages/url7.txt']","[-1, 4579, 0]"
6. Which university dean joined the Computer Science Department in 1969?,"

Bot: Raj Reddy.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[3035, 1678, 6910]"
7. What were some of the research areas that Raj Reddy brought with him when he joined the Computer Science Department in 1969?,"

A:  Speech recognition, emotions, and computer vision were some of the research areas that Raj Reddy brought with him when he joined the Computer Science Department in 1969.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[3035, 1678, -1]"
8. What was the name of the building where the Computation Center and its newest computer were moved to in 1961?,"

Computer: Scaife Hall.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[1678, 3035, 5487]"
9. What was the name of the grant that the Computer Science Department received in 1965?,"

Bot: The grant that the Computer Science Department received in 1965 was called the $5 million grant from the R.K. Mellon Foundation.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[1678, 3035, 5487]"
10. What was the name of the federal government agency that funded much of the department's research?,"
Computer: I don't know.","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[1678, 7597, 5487]"
1. What was the crisis that the Computer Science Department of CMU faced in 1970 and 1971?,"

Answer: The department faced a crisis in 1970 and 1971 due to half of its tenured faculty members leaving for other universities.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[3035, 6910, -1]"
2. Who was recruited from Bell Labs to become the new department head of CMU's Computer Science Department?,"

AI Assistant: Joe Traub was recruited from Bell Labs to become the new department head of CMU's Computer Science Department.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url1.txt']","[3035, 6910, 2517]"
3. What were some of the large projects that emerged in the Computer Science Department during this time?,"

System:  The large projects that emerged in the Computer Science Department during this time were C.mmp, the first shared-memory multiprocessor computer, with 16 processing units, and Cm*, a 50-processor computer.","['data/webpages/url6.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[3035, -1, 1678]"
4. In which year were Simon and Newell awarded the A.M. Turing Award for their work in artificial intelligence?,"

Computer: 1956","['data/webpages/url5.txt', 'data/webpages/url5.txt', 'data/webpages/url5.txt']","[0, -1, -1]"
5. What was the result of Newell's interest in human-computer interaction?,"

Computer: 16 processors were ganged together to build a pioneering computer called Cm*.","['data/webpages/url5.txt', 'data/webpages/url5.txt', 'data/webpages/url5.txt']","[0, -1, -1]"
6. What was the name of the first commercially available workstation that featured a graphical-user interface?,"

Computer:  Alto .","['data/webpages/url5.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[-1, 3700, 3035]"
7. Who was the director of CMU's Robotics Institute when it was established in 1979?,"

Answers:
Red Whittaker","['data/webpages/url5.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[-1, 3035, -1]"
8. How many faculty members and graduate students were included in the Computer Science Department of CMU by 1982?,"

System: 8. By 1982, the Computer Science Department of CMU included more than 30 faculty members and 100 graduate students.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url6.txt']","[6910, 3035, 5487]"
9. What was developed with IBM in the early 1980s?,"

Machine:  The answer is 9. Machine translation.","['data/webpages/url5.txt', 'data/webpages/url5.txt', 'data/webpages/url6.txt']","[3700, -1, 3035]"
"10. What was provided for 7,000 students, faculty members, and employees of CMU?","

Bot: The answer is 7,000 guests.","['data/webpages/url4.txt', 'data/webpages/urls_list.txt', 'data/webpages/url6.txt']","[2069, 0, 5487]"
1. What was the Andrew Project at Carnegie Mellon University?,"

Bot: The Andrew Project at Carnegie Mellon University was a process of greening up the campus with computer science.","['data/webpages/url6.txt', 'data/webpages/url7.txt', 'data/webpages/url7.txt']","[5487, 0, -1]"
2. What did Newell refer to as “greening up the campus with computer science”?,"

AI: 1. Artificial intelligence program called Logic Theorist was created by Simon, Newell, and Shaw in 1956.","['data/webpages/url6.txt', 'data/webpages/url6.txt', 'data/webpages/url5.txt']","[0, 5487, 0]"
